iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
41,0.034735875,2.3610985820000003,1239,0.5127288190806197,0.5763868754727693,0.005123358226433283,0.020696264628001115,0.004824304058852258,-11.381869,-11.553911,-11.781774,false,,0.6991735015372988,0.6485913454912928,0.31011100460936375,0.975061845189895,0.9238768717514322,0.06221711818695301,0.3418664601085409
42,0.035749,2.3968475820000004,1239,0.5141189948141374,0.5839240328765032,0.0051352080372617515,0.021366942094454555,0.004462431125815902,-11.381112,-11.554902,-11.781978,false,,0.6991555829508651,0.6475497460188582,0.31011093855494487,0.975658117704449,0.9187393842710442,0.0638892984517288,0.3529203240402031
43,0.034700083,2.4315476650000005,1239,0.515561859900679,0.5921073984222412,0.00510816971716177,0.02208342501550442,0.003948657477777173,-11.3802805,-11.55574,-11.782421,false,,0.6991520074564417,0.6467015363590434,0.31011095273436756,0.97618783183438,0.9133323936126329,0.06549991216581574,0.3639855533133988
44,0.034816708,2.4663643730000007,1239,0.517040929328232,0.6010234769826635,0.005055686128282333,0.022874247052586116,0.0032709398572998705,-11.379357,-11.556377,-11.783126,false,,0.699165294675369,0.6460647803740607,0.31011094670653166,0.9766492711540968,0.9076410708903253,0.06702530108272094,0.3750892636328233
45,0.035157958,2.5015223310000008,1239,0.5185270381758535,0.6107467233239819,0.004995935243030769,0.023762298523850256,0.002417598163620416,-11.378323,-11.556768,-11.784091,false,,0.6991978460326504,0.6456520330052715,0.31011092523337547,0.9770409471836045,0.9016658847376066,0.06843965364062642,0.38624973833180704
46,0.034710375,2.5362327060000007,1239,0.5199785885781356,0.6212888417756776,0.004944520497271343,0.02474088063020574,0.001381034057380437,-11.377185,-11.556874,-11.785305,false,,0.6992495308479033,0.6454581002886539,0.31011099954407556,0.977361926080911,0.8954483890096836,0.06971671079325281,0.39744888775173676
47,0.0348375,2.571070206000001,1239,0.5213536336555706,0.6325076845477176,0.004902356292229015,0.025743261655866934,0.00016305831423590877,-11.375989,-11.556708,-11.786752,false,,0.6993164124311048,0.6454470322023459,0.310110941916392,0.977612759176304,0.8891049142604724,0.0708337686985163,0.4085911973087493
48,0.035800083,2.6068702890000006,1239,0.5226298692553211,0.6440416795380245,0.004850822475482297,0.026645866813858166,-0.0012161615230734668,-11.374824,-11.556371,-11.788377,false,,0.6993906844349318,0.6455555815487632,0.3101110149232297,0.9777970961275172,0.8828311011851864,0.07177848446098073,0.4194739921148539
49,0.034870208,2.6417404970000007,1239,0.5238045252044267,0.6554209588351297,0.004783174402241408,0.02735743727972917,-0.0027008365344493024,-11.373776,-11.556001,-11.790067,false,,0.6994647542728233,0.645724435295625,0.31011101527014784,0.9779224371667988,0.8768377077850694,0.07255363520664232,0.42983489287823884
50,0.034949292,2.6766897890000005,1239,0.524880071327758,0.6662857583855747,0.0047171449450539304,0.02787775827083938,-0.004208041720890621,-11.372883,-11.5557165,-11.791681,false,,0.699534116043505,0.6459182774315763,0.31011098212133564,0.9779987631337471,0.8712780375450624,0.0731741477365194,0.43945179890634284
51,0.034884834,2.7115746230000006,1239,0.5258577589249788,0.6764367511225446,0.0046763216232778015,0.028258434108811348,-0.005655122458905315,-11.372151,-11.555588,-11.793117,false,,0.6995960688480103,0.6461145224364793,0.3101109376026394,0.9780361715107723,0.8662353750436844,0.07366013751818909,0.44819813034840295
52,0.034604459,2.7461790820000007,1239,0.5267391076214878,0.6857643314928672,0.004673850594623663,0.028551888783009627,-0.006981433195520248,-11.371562,-11.5556345,-11.794334,false,,0.6996484987899084,0.6462935066983304,0.310110953988044,0.9780440019610187,0.8617414114009163,0.0740331552723227,0.4560330233476674
53,0.034727375,2.780906457000001,1239,0.5275272441854437,0.694212408684473,0.004710852433613355,0.028792676897775427,-0.008155640089027028,-11.371098,-11.555844,-11.795338,false,,0.699689606640021,0.6464387750455273,0.3101109926801613,0.9780307670491263,0.8577924379775508,0.07431552417834489,0.4629720207352882
54,0.034856792,2.8157632490000006,1239,0.5282273846236929,0.7017700266495949,0.004782391394844487,0.029001506569425017,-0.009168744852234179,-11.370734,-11.556188,-11.796154,false,,0.6997189593490526,0.6465402543559791,0.31011096758110046,0.978004142289761,0.8543606555742973,0.07452931092716991,0.4690655327510252
55,0.034855208,2.850618457000001,1239,0.528845996406691,0.7084587130853912,0.0048795394768389455,0.029187944602626636,-0.01002835751962039,-11.370455,-11.556627,-11.796815,false,,0.6997371988939367,0.6465943655413617,0.31011097936547455,0.9779707134350152,0.8514027873419882,0.07469505883852894,0.47438390155152
56,0.035412,2.886030457000001,1239,0.5293904270174633,0.7143342517366942,0.0049934260405158915,0.029356516330432125,-0.010750398876899325,-11.37024,-11.557132,-11.797354,false,,0.6997456542815038,0.6466024826108264,0.310110983329159,0.977935758085822,0.8488679022327773,0.07483047716555445,0.47900649040116683
57,0.034970833,2.921001290000001,1239,0.5298683238804297,0.7194671785969925,0.0051160612848920595,0.029509105242507716,-0.01135469742289319,-11.370076,-11.5576725,-11.797798,false,,0.6997462952996841,0.6465696227535094,0.31011098288169947,0.9779032397229268,0.8467029734077529,0.07494984598860474,0.48301487950586464
58,0.03500075,2.956002040000001,1239,0.5302871829733222,0.7239387402142489,0.005240495023772884,0.029645770584004416,-0.011860778595926935,-11.369947,-11.5582285,-11.798173,false,,0.6997410125206315,0.646502226123463,0.31011099247738816,0.9778758165498309,0.8448568490567556,0.07506404316026061,0.48648748124812907
59,0.034731917,2.9907339570000007,1239,0.5306539725719434,0.7278234986519184,0.005363148832667863,0.02976765877329446,-0.012285456530720329,-11.369847,-11.558787,-11.798495,false,,0.6997316289894829,0.6464073693014838,0.3101109524943063,0.9778550505104904,0.8432827168654866,0.07518060178228572,0.48949637356137415
60,0.034534583,3.025268540000001,1239,0.530975262824058,0.7312056147584113,0.005479246515536884,0.029874016757404753,-0.012645652732028334,-11.36977,-11.559336,-11.798772,false,,0.699719521934033,0.6462914130991203,0.3101110163353321,0.9778416092722118,0.8419390167407591,0.07530431531463755,0.49210639558173147
61,0.034583875,3.059852415000001,1239,0.5312569040490424,0.7341484572500798,0.005588185055240613,0.029966885032526425,-0.012952596222656543,-11.369707,-11.559869,-11.799021,false,,0.6997061707279129,0.6461605521174332,0.310110895124369,0.9778354982012315,0.8407899248355079,0.075437766960468,0.4943745236611284
62,0.035023042,3.094875457000001,1239,0.5315041779929102,0.7367145927712129,0.005688337442702807,0.030046787974513767,-0.013217040302512806,-11.369656,-11.560379,-11.799241,false,,0.6996922719633802,0.6460194292260637,0.31011095383321485,0.9778362995750072,0.8398047648794676,0.07558207804569667,0.49634985146337274
63,0.03469825,3.129573707000001,1239,0.5317215881550421,0.7389610731518511,0.005778996216419641,0.030114783998629657,-0.01344762748617323,-11.369614,-11.560865,-11.799438,false,,0.6996785588499057,0.6458720689473163,0.31011096538749544,0.9778432851172436,0.838957745427913,0.07573704854302804,0.4980748488717264
64,0.034699875,3.1642735820000008,1239,0.5319131709015739,0.7409319380330402,0.005860851572686898,0.030172408595599665,-0.013650101032995021,-11.369578,-11.561325,-11.799619,false,,0.6996653991121352,0.6457215869615522,0.310110966333199,0.9778556000772265,0.8382272799523227,0.07590178382238359,0.49958527482318704
65,0.034797459,3.1990710410000007,1239,0.5320824259955151,0.7426701176748886,0.005933571643867763,0.030220714936968762,-0.013830264738302622,-11.369548,-11.561761,-11.799783,false,,0.6996531893151839,0.6455705462534704,0.3101110339502029,0.9778723366699478,0.837595370051072,0.0760750543737376,0.5009118408398937
66,0.034631625,3.2337026660000006,1239,0.5322322091929033,0.7442046572090442,0.005998437578032423,0.03026107274415457,-0.01399167080128949,-11.369521,-11.562172,-11.7999325,false,,0.699641993709974,0.6454205562299387,0.31011099825972366,0.9778925732401212,0.8370470264915048,0.07625524454344354,0.5020805210666514
67,0.035360375,3.269063041000001,1239,0.5323650436573485,0.7455640619001447,0.006056363500784201,0.030295242135351397,-0.014136763470661284,-11.369497,-11.562555,-11.800075,false,,0.6996317304286166,0.6452728617791195,0.31011094589814553,0.977915483046915,0.8365697297083798,0.0764406835969952,0.5031129309227342
